WGBS_1	WGBS_2	WGBS_3	RRBS_1	RRBS_2	RRBS_3	MBDBS_1	MBDBS_2	MBDBS_3
2446:43760-43762	3.225806	35.294118	18.333333	14.511873	8.641975	2.517986	61.538462	0	50
2446:43763-43765	3.703704	35.294118	38.983051	19.261214	23.45679	2.173913	69.230769	0	50
2446:43870-43872	8.333333	63.636364	35.714286	35.01006	20.930233	12.531969	50	42.857143	57.142857
2446:43880-43882	15.384615	72	46.052632	36.546185	29.069767	11.253197	58.823529	42.857143	70.588235
2446:43891-43893	11.111111	48.148148	35.526316	24.448898	20.689655	8.48329	52.941176	40	61.111111
2446:43941-43943	23.684211	42.424242	29.213483	14.370079	32.183908	8.163265	65.517241	37.5	54.545455
2446:43944-43946	27.777778	44.444444	30.337079	17.391304	34.482759	9.438776	60	47.058824	52.380952
2446:43949-43951	23.529412	37.142857	28.089888	14.173228	25.287356	7.888041	63.333333	47.058824	50
2446:43951-43953	21.875	42.857143	28.571429	17.519685	35.632184	9.768638	62.068966	47.058824	57.142857
2446:43971-43973	26.315789	57.692308	23.809524	18.503937	37.931034	8.673469	52.631579	44.444444	60
2446:43976-43978	27.777778	61.538462	30.15873	32.677165	43.678161	14.540816	68.421053	44.444444	60
2464:3325-3327	16.129032	20	23.333333	4	18.181818	5.882353	23.076923	37.5	20
2464:3328-3330	29.032258	30	48.387097	7.058824	0	29.166667	35.714286	50	45.454545
2464:3363-3365	36.666667	21.428571	46.875	22.709163	30.833333	38.372093	53.846154	42.857143	36.363636
2486:9888-9890	0	0	5.128205	0	0	0	0	0	0
2486:9898-9900	6.666667	0	0	0	0	2.5	0	0	0
2486:9931-9933	0	0	0	0	0	0	0	0	0
2489:53975-53977	5	20	25	0	0	37.5	20	16.666667	0
2489:53989-53991	0	16.666667	20.833333	0	0	37.5	20	25	0
2489:54004-54006	4.347826	25	20	27.272727	0	62.5	20	25	0
2489:54018-54020	0	15.384615	24	11.111111	0	37.5	20	25	0
2496:54862-54864	0	4	0	3.333333	2.325581	5.454545	0	0	0
2496:54872-54874	7.692308	0	0	3.225806	0	1.639344	0	4	0
2496:54935-54937	0	0	0	0	0	0	0	4.545455	0
2534:19585-19587	0	0	0	0	0	0	0	8.333333	0
2534:19589-19591	7.142857	0	0	0	1.360544	0.588235	0	0	20
2534:19606-19608	0	0	0	0.571429	0	0	0	0	0
2534:19635-19637	4.545455	0	0	0	0.680272	0.588235	0	0	0
2534:19642-19644	0	0	0	0.568182	2.040816	0.588235	0	0	0
2534:27572-27574	0	0	0	0.27933	0.146413	0.401606	0	0	0
2534:27583-27585	0	0	0	0.284091	0.151745	0.42061	0	0	0
2534:27607-27609	0	0	2.040816	0.535475	0.282087	0.195122	0	0	0
2534:27644-27646	0	0	0	0.134048	0.282486	0.391007	0	0	12.5
2534:27650-27652	0	3.125	0	4.043127	1.988636	3.254438	0	0	0
256:255952-255954	0	0	0	0.884956	0	0	6.25	0	0
256:255961-255963	0	0	6.666667	0	0	0	0	0	0
257:265574-265576	0	9.090909	0	1.30719	1.785714	0.505051	0	12.5	14.285714
2577:3940-3942	0	0	0	1.440922	0.740741	0.384615	0	0	0
259:159363-159365	75	100	100	100	100	79.166667	92.857143	100	100
259:159391-159393	60	100	85.714286	94.736842	100	75	100	77.777778	87.5
259:159394-159396	40	100	100	94.736842	100	75	100	100	100
259:159410-159412	50	100	100	100	100	76	100	100	100
259:159433-159435	50	100	100	100	100	76	100	100	100
259:159436-159438	50	83.333333	85.714286	100	100	76	100	100	100
259:159449-159451	55.555556	100	100	100	100	76	100	100	100
259:159457-159459	12.5	33.333333	37.5	0	0	36	41.666667	83.333333	63.636364
259:802731-802733	1.595745	6.666667	0	0	2.12766	3.174603	0	0	0
259:802774-802776	0.497512	0	0	0	0	0	0	0	0
259:803404-803406	1.149425	7.692308	0	0.688073	0.694444	0.21747	0	0	0
259:803408-803410	4.494382	4	4.166667	0.458716	0	0.544465	0	0	0
259:803415-803417	0	0	0	0.441501	0	0.54486	0	0	0
259:803435-803437	0	0	0	0.220751	0	0.253899	0	0	0
259:803449-803451	1.818182	2.631579	0	0.441501	0	0.217391	0	0	0
259:803460-803462	0	4.761905	0	1.324503	0	0.253348	0	0	0
259:803475-803477	0	0	0	0	0.675676	0.217155	0	0	0
259:803740-803742	0.492611	0	0	0.641026	1.960784	1.835781	0	0	0
259:803746-803748	1.463415	0	0	1.93133	1.30719	2.104208	0	0	0
259:803769-803771	2	0	5.882353	4.705882	6.493506	8.800253	0	1.298701	0
259:803787-803789	0.581395	0	0	10	10	25	0	0	0
259:803807-803809	1.935484	0	0	10	10	23.728814	0	5.172414	0
259:806278-806280	0	4.081633	1.694915	0.909091	0	0	0	0	0
259:806328-806330	4.761905	0	2.564103	0	0	0	0	0	0
259:806334-806336	4.545455	0	0	0.909091	0	0	0	0	0
259:806357-806359	4.761905	3.333333	0	5.172414	0	0	9.090909	10	0
26:1550187-1550189	6.25	8.571429	19.512195	2.216066	3.269755	1.821192	11.111111	25	20
26:1550205-1550207	15.151515	20	40.816327	8.560311	9.207161	3.726708	38.095238	60	57.142857
26:1550214-1550216	13.157895	37.837838	35.416667	14.886165	15.869565	7.283763	40	60	66.666667
26:1550235-1550237	14.285714	19.512195	31.914894	13.134851	13.761468	3.664921	42.105263	60	50
26:1550239-1550241	8.571429	17.5	33.333333	11.7338	9.401709	5.663189	33.333333	60	60
26:1550247-1550249	11.428571	15.384615	29.411765	9.807356	13.219616	4.321908	38.095238	50	50
26:1550267-1550269	7.5	6.976744	16.393443	3.28152	2.947368	2.366864	29.166667	50	30
26:1550279-1550281	5.555556	0	8.333333	0.517241	2.736842	2.95421	19.230769	50	12.5
26:1550301-1550303	33.333333	27.027027	37.931034	19.755601	24.421053	25.408618	42.307692	40	42.857143
2652:42146-42148	0	10	7.692308	0	0	2.985075	0	0	0
2652:42149-42151	5.263158	0	0	0	0	0	0	0	0
2652:42157-42159	0	6.666667	0	0	0	0	0	0	0
2652:42162-42164	0	11.111111	0	7.692308	0	0	0	0	0
2652:42202-42204	0	0	0	0	0	3.030303	0	0	0
2652:42214-42216	0	0	0	0	0	4.477612	0	0	12.5
2652:42233-42235	0	0	10.526316	0	0	0	0	0	0
2656:9058-9060	0	4.545455	0	0	0	0	0	0	0
266:365908-365910	0	0	0	3.981265	1.685393	0	0	0	0
267:553113-553115	0	0	5.882353	0	0	0	0	0	0
267:553125-553127	0	0	0	0	0	0	0	0	0
267:553132-553134	0	7.142857	20	0	12.5	0	9.090909	0	16.666667
2674:39725-39727	0	0	0	0	0	0	0	0	0
268:541777-541779	33.333333	28.571429	36.363636	0	0	0	75	73.684211	91.304348
268:541780-541782	30.769231	37.5	36.363636	0	4.950495	0	77.777778	38.095238	45.833333
268:541786-541788	21.428571	10	41.666667	2.666667	3.311258	4.455446	71.428571	37.5	53.846154
268:541820-541822	34.615385	26.315789	41.666667	8	6.622517	12.903226	65.517241	72.727273	97.619048
268:541823-541825	34.615385	38.888889	38.461538	26.666667	9.933775	15.346535	76.666667	81.25	93.023256
268:541829-541831	33.333333	35	46.153846	34.666667	7.284768	14.356436	79.411765	78.787879	97.619048
268:541836-541838	29.62963	28.571429	42.857143	37.333333	6.622517	14.60396	57.142857	81.25	95.238095
268:541858-541860	24	26.315789	33.333333	40	30.463576	15.880893	76.744186	86.842105	90.47619
268:541871-541873	28.571429	18.75	30.769231	22.666667	22.666667	16.584158	70.27027	82.352941	90
268:541879-541881	43.75	21.428571	33.333333	4	37.748344	23.076923	80.555556	85.714286	89.74359
268:541883-541885	46.666667	30.769231	16.666667	33.783784	29.139073	24.378109	80	82.758621	94.871795
268:541886-541888	46.666667	28.571429	36.363636	33.783784	32	27.114428	80	93.333333	97.435897
268:541889-541891	53.846154	23.076923	36.363636	10.810811	33.774834	24.129353	75.757576	86.206897	92.105263
268:541892-541894	53.846154	38.461538	36.363636	4.054054	49.668874	25.373134	75.757576	92.857143	92.307692
268:541902-541904	46.153846	33.333333	30	4.054054	31.333333	23.880597	66.666667	86.206897	94.736842
268:541905-541907	41.666667	41.666667	40	4.109589	43.708609	26.184539	81.25	93.103448	91.666667
268:541914-541916	50	41.666667	40	4.109589	29.801325	24.875622	74.074074	88.461538	97.058824
268:541922-541924	37.5	36.363636	54.545455	2.702703	27.81457	24.75	70.37037	88.888889	96.969697
268:541936-541938	66.666667	33.333333	50	6.756757	29.801325	21.695761	75	93.333333	95
268:555735-555737	10	27.272727	70	59.259259	100	70.588235	50	66.666667	100
268:555753-555755	44.444444	90.909091	100	33.333333	42.307692	17.96875	100	80	100
268:555757-555759	22.222222	72.727273	58.333333	24.324324	36.538462	17.1875	83.333333	83.333333	80
268:555762-555764	22.222222	72.727273	83.333333	29.090909	25	18.110236	83.333333	50	100
2696:19569-19571	26.086957	26.315789	52.380952	22.222222	3.571429	9.022556	45.454545	37.5	80
2696:19582-19584	0	0	23.529412	25.925926	0	6.10687	9.090909	16.666667	20
2696:19593-19595	18.181818	10.526316	41.176471	27.777778	46.428571	6.10687	25	33.333333	66.666667
272:605664-605666	8.333333	11.111111	0	13.636364	16.25	100	0	16.666667	0
2755:15771-15773	0	5.555556	6.25	10.474308	20.535714	10.446247	0	0	16.666667
2759:8386-8388	0	25	0	0	25	6.993007	0	20	16.666667
2759:8388-8390	0	37.5	0	0	23.333333	8.333333	0	20	0
2759:8491-8493	72.727273	50	83.333333	84.259259	88.043478	68.055556	63.636364	60	100
2759:8554-8556	7.692308	30	0	18.181818	0	3.773585	18.75	0	0
2759:8572-8574	7.142857	37.5	14.285714	27.272727	12.5	7.54717	51.428571	36.363636	0
2759:8590-8592	7.142857	33.333333	12.5	18.181818	50	7.843137	46.666667	80	20
2759:8848-8850	9.090909	42.857143	27.272727	15.789474	18.421053	6.185567	25	0	100
2759:8852-8854	9.090909	42.857143	18.181818	5.263158	10.526316	10.309278	37.5	20	50
2759:8857-8859	30	92.307692	50	15.789474	68.421053	7.216495	57.142857	20	83.333333
2759:8863-8865	12.5	35.714286	20	5.263158	36.842105	4.123711	37.5	0	50
2759:8878-8880	33.333333	92.307692	54.545455	21.052632	76.315789	21.649485	70	60	28.571429
2759:8964-8966	25	37.5	0	18.84058	37.735849	14.285714	71.428571	75	20
2759:8982-8984	30	25	25	11.570248	26.436782	10.377358	66.666667	53.846154	0
2759:9008-9010	76.190476	87.5	100	84.297521	87.356322	55.188679	100	100	100
2759:9022-9024	52.631579	85.714286	77.777778	75.268817	41.573034	35.789474	94.444444	83.333333	100
2759:9028-9030	35	30	55.555556	40	34.246575	12.921348	65.217391	60	75
2759:9082-9084	70.588235	100	76.923077	66.666667	76.388889	45.038168	83.333333	90.909091	71.428571
2759:9096-9098	91.666667	100	76.923077	59.047619	94.366197	40.782123	80	50	66.666667
2759:9098-9100	61.538462	75	56.25	61.904762	94.366197	44.134078	54.545455	42.857143	77.777778
2759:9103-9105	81.818182	77.777778	93.75	70.47619	94.202899	47.486034	44.444444	83.333333	90
2759:9118-9120	71.428571	42.857143	28.571429	18.269231	36.619718	18.390805	20	0	0
2759:9121-9123	100	57.142857	69.230769	27.350427	43.037975	25	83.333333	60	50
2759:9215-9217	10	70	33.333333	48.351648	67.647059	35.353535	84.615385	42.857143	80
2759:9226-9228	0	18.181818	0	8.791209	33.823529	12.121212	53.846154	42.857143	33.333333
2759:9301-9303	54.545455	28.571429	62.5	78.947368	66.216216	36.774194	91.666667	100	80
2759:9307-9309	63.636364	37.5	57.142857	69.736842	67.567568	55.483871	66.666667	66.666667	80
2759:9360-9362	40	42.857143	80	69.333333	64.864865	48.717949	85.714286	90	0
2759:9401-9403	42.857143	100	40	36	93.243243	31.410256	100	37.5	50
2759:9409-9411	38.461538	83.333333	60	52.173913	76.190476	28.723404	90.909091	22.222222	62.5
2759:9434-9436	9.090909	0	40	19.80198	24.657534	7.905138	35.294118	11.111111	0
2759:9442-9444	0	0	0	16.831683	12.328767	2.766798	4.761905	22.222222	25
2759:9459-9461	20	33.333333	50	45.631068	43.835616	15.019763	55	42.857143	66.666667
2759:9476-9478	0	80	50	28.461538	58.75	22.943723	76.470588	100	42.857143
2759:9489-9491	0	25	33.333333	18.446602	30.434783	4.329004	35.714286	20	57.142857
2759:9518-9520	60	100	100	62.135922	91.304348	59.307359	92.857143	80	83.333333
2759:9526-9528	60	100	60	43.68932	78.26087	53.679654	100	60	60
2759:9529-9531	57.142857	100	60	68.932039	94.202899	74.891775	87.5	80	100
2759:9549-9551	28.571429	37.5	60	27.184466	56.521739	25.541126	71.428571	20	80
278:131288-131290	94.117647	100	62.5	33.72093	98.648649	100	100	100	60
278:131344-131346	100	100	100	100	94.594595	98.113208	100	88.888889	100
278:131352-131354	100	100	100	97.674419	98.648649	98.113208	100	100	100
278:131359-131361	100	100	100	97.647059	98.648649	96.226415	100	100	100
278:131384-131386	100	100	55.555556	63.953488	100	100	85.714286	100	40
278:789541-789543	0	0	0	0	0	1.831502	0	0	0
278:789553-789555	13.333333	0	0	0.371747	0	0.364964	0	0	0
278:789572-789574	10	0	3.030303	0.371747	0	1.433692	0	10	0
278:789669-789671	0	0	0	0	0	0	0	0	0
278:789674-789676	0	0	0	0	0	0.358423	0	0	0
278:789683-789685	0	0	0	9.74026	7.692308	2.453988	0	0	0
28:407204-407206	68.75	34.210526	40	29.126214	8.547009	26.589595	5.882353	30.769231	0
28:407217-407219	66.666667	32.352941	43.75	15.700483	2.268041	13.246753	14.285714	33.333333	0
28:407242-407244	21.052632	29.411765	33.333333	14.009662	1.237113	2.597403	5.555556	27.272727	0
28:407249-407251	47.619048	29.72973	28.205128	15.254237	1.649485	9.350649	11.764706	25	16.666667
28:407301-407303	46.875	25.641026	21.875	10.92233	2.669405	12.239583	18.75	13.333333	0
28:407308-407310	43.333333	28.571429	24	10.92233	2.469136	12.010444	20	13.333333	0
28:407320-407322	43.333333	41.666667	23.809524	10.294118	3.125	11.609499	27.272727	12.5	0
28:407350-407352	42.424242	0	33.333333	11.219512	0	12.239583	0	0	33.333333
28:407494-407496	30.555556	25	35.294118	6.632653	1.865672	7.821229	20	14.285714	20
28:407543-407545	12	10.526316	34.375	2.55102	1.886792	3.351955	18.181818	37.5	14.285714
28:407558-407560	54.166667	19.444444	55.172414	5.641026	5.263158	10.055866	27.272727	57.142857	28.571429
28:407931-407933	27.586207	29.411765	63.333333	26.744186	15.90106	13.368984	7.142857	44.444444	80
28:1161354-1161356	75	80	75	89.189189	94.736842	100	100	87.5	100
28:1161404-1161406	85.714286	100	83.333333	69.230769	75	46.153846	66.666667	50	87.5
284:398714-398716	80	83.333333	100	99.259259	97.058824	99.253731	87.5	100	100
287:338468-338470	0	0	4.424779	16.691069	4.347826	2.739726	12.5	0	6.666667
287:338484-338486	3.333333	0	1.176471	0.469484	0	0	0	0	0
287:338777-338779	0	0	3.225806	0.7034	0	1.608579	0	0	0
287:338785-338787	0	0	0	0.350877	0	2.680965	0	0	0
287:338845-338847	4.761905	0	1.960784	4.502272	3.216912	4.153751	0	0	0
287:338871-338873	2.173913	2.12766	0	0.63245	0.485009	1.267557	0	7.692308	10
287:338901-338903	0	0	0	0.564417	0.540297	1.081647	6.666667	0	7.692308
287:338923-338925	0	2.380952	1.886792	0.243191	0.308778	0.616227	0	0	0
287:338935-338937	2.439024	2.5	2.12766	0.340467	0.088222	0.890411	0	0	0
287:338950-338952	0	10.526316	3.076923	3.110911	3.468208	4.476671	0	0	0
2875:1490-1492	60	85.714286	76.190476	93.794749	88.709677	41.353383	83.333333	83.333333	93.75
2875:1510-1512	75	93.333333	79.166667	89.969605	82.113821	40.659341	100	42.857143	85
2875:1520-1522	50	64.705882	80.769231	84.750733	68.032787	44.736842	92.857143	71.428571	80
2875:1524-1526	50	58.823529	68	74.269006	71.900826	32.894737	71.428571	57.142857	85
2875:1536-1538	55.555556	77.777778	57.142857	73.391813	69.672131	34.210526	81.25	57.142857	75
2875:1542-1544	66.666667	66.666667	71.428571	72.222222	76.229508	43.421053	87.5	57.142857	65.217391
2875:1546-1548	77.777778	77.777778	82.758621	80.994152	79.508197	60.526316	82.352941	85.714286	77.272727
2875:1550-1552	55.555556	38.888889	10.344828	25.730994	36.065574	7.894737	33.333333	0	8.695652
29:566936-566938	4.761905	0	0	0.249377	0.31348	1.405152	0	0	0
29:566965-566967	0	5	0	0.744417	0	0.468384	0	16.666667	0
29:566970-566972	0	0	0	1.736973	0.309598	1.643192	0	0	0
29:566991-566993	0	0	0	0.744417	0	0.234192	0	0	0
291:471285-471287	0	0	0	0.224719	2.547771	2.140673	0	0	0
291:471293-471295	7.142857	0	0	0.449438	0	2.140673	0	20	0
291:471320-471322	0	0	4	1.793722	0.925926	2.830189	0	0	0
292:393248-393250	0	0.826446	0	0.408163	1.694915	1.265823	0	0	0
292:393265-393267	3.703704	0	0	0	0	0.283688	2.325581	11.111111	0
292:393291-393293	2.985075	3.529412	2.5	2.876106	0	0.994318	1.818182	0	0
292:393297-393299	2.985075	1.704545	4.938272	3.090508	0.458716	1.276596	5.172414	16.666667	0
292:393303-393305	1.282051	2.617801	3.658537	1.327434	1.834862	1.282051	3.278689	7.692308	0
292:393322-393324	3.773585	1.526718	5.128205	1.766004	0	0.70922	3.658537	9.090909	0
292:393411-393413	0.621118	1.891892	0	0.230947	1.421801	1.30246	2.272727	0	4.347826
292:393420-393422	0.675676	0.934579	0	0.917431	0	1.895044	0.869565	0	0
292:393424-393426	0	0.31348	0.740741	0.229358	1.415094	1.311953	1.785714	0	0
292:393439-393441	3.809524	1.960784	0	0	0.473934	1.311953	0	0	0
292:393477-393479	0	0	2	0	0	1.026393	1.492537	5	0
292:393512-393514	4.615385	2.752294	2.325581	0.449438	0	1.468429	0	0	0
292:393545-393547	0	0	0	0.44843	0.485437	1.319648	0	0	0
292:393552-393554	4.347826	2.739726	1.587302	2.521008	3.773585	5.079365	2.439024	0	0
293:544582-544584	0	0	0	0	0	0	0	0	14.285714
293:544584-544586	0	0	5.263158	0	0	0	0	0	0
293:544587-544589	0	0	0	0	0	0	0	0	0
296:325645-325647	22.222222	0	12.5	0	0	0	20	25	14.285714
296:325666-325668	0	6.666667	30	0	0	0	0	33.333333	42.857143
296:325684-325686	20	11.111111	10	0	0	5.263158	20	37.5	50
296:325697-325699	33.333333	16.666667	14.285714	3.030303	0	0	28.571429	37.5	50
296:325707-325709	44.444444	35.714286	20	0	0	0	42.857143	37.5	87.5
296:325718-325720	0	14.285714	14.285714	2.941176	0	0	33.333333	37.5	75
296:325722-325724	30	35.714286	25	0	4.545455	36.842105	33.333333	12.5	42.857143
296:325729-325731	40	7.692308	14.285714	2.941176	4.545455	21.052632	0	37.5	71.428571
296:325733-325735	40	28.571429	14.285714	2.941176	12.5	36.842105	54.545455	37.5	71.428571
296:325736-325738	36.363636	40	25	2.941176	0	42.105263	40	37.5	77.777778
296:325751-325753	36.363636	35.714286	8.333333	2.941176	0	36.842105	71.428571	20	33.333333
296:325770-325772	27.272727	22.222222	27.272727	2.941176	0	0	55.555556	30	83.333333
296:325774-325776	27.272727	35.294118	10	33.333333	0	26.315789	55.555556	40	50
296:325789-325791	18.181818	19.047619	54.545455	14.705882	4.580153	5.035971	44.444444	30	83.333333
296:325799-325801	50	10	20	7.207207	2.016129	10.769231	20	40	80
296:325826-325828	44.444444	20	5.882353	16.666667	0	33.461538	42.857143	20	14.285714
296:325828-325830	55.555556	17.647059	47.058824	24.324324	23.790323	33.076923	20	60	62.5
296:325859-325861	0	10.526316	15	1.197605	0.403226	4.615385	45.454545	71.428571	88.888889
296:325871-325873	0	11.111111	21.73913	1.183432	0.404858	2.307692	10	55.555556	50
296:325881-325883	22.222222	15	38.888889	22.790698	0	0	33.333333	57.142857	60
296:325884-325886	0	15.789474	27.777778	23.72093	0.806452	0.384615	38.461538	42.857143	60
296:325887-325889	0	10	23.529412	21.860465	4.032258	2.316602	33.333333	57.142857	50
296:325890-325892	0	10.526316	16.666667	23.255814	4.016064	0.384615	38.461538	0	50
296:325894-325896	20	10	5.263158	4.633205	6.849315	5.590062	14.285714	0	15.384615
296:325902-325904	13.333333	8.333333	4.166667	1.234568	9.090909	0	13.333333	16.666667	15.384615
296:325915-325917	30.769231	8	4.347826	8.024691	18.181818	8.163265	18.75	71.428571	7.142857
296:325926-325928	18.75	26.315789	34.782609	37.654321	31.25	0	75	66.666667	69.230769
296:325944-325946	26.666667	15.789474	14.814815	5.298013	4.761905	12.244898	14.285714	40	14.285714
296:325987-325989	5.555556	12	11.538462	16.806723	48.780488	0	28.571429	20	38.461538
296:325992-325994	0	8	15.384615	25.833333	48.780488	6.122449	27.272727	0	30.769231
296:326002-326004	5.882353	19.230769	14.814815	19.148936	48.780488	0	40	57.142857	53.846154
296:326005-326007	5.882353	11.538462	14.814815	16.312057	48.780488	6.122449	40	42.857143	58.333333
296:326014-326016	5.263158	15.384615	7.142857	7.801418	0	12.244898	26.666667	42.857143	30
296:326019-326021	0	12.5	14.814815	19.858156	48.780488	26.530612	42.857143	0	40
296:326030-326032	0	5.263158	44	15.602837	50	6.25	54.545455	50	66.666667
296:326032-326034	5.882353	16	28.571429	18.571429	42.5	26.530612	42.857143	0	33.333333
296:326082-326084	55.555556	0	13.333333	7.407407	11.428571	41.666667	0	100	33.333333
2962:4236-4238	0	0	0	1.293103	0	1.834862	0	0	0
2962:14037-14039	0	0	0	0.404858	0	0.859599	0	0	0
2962:14049-14051	0	0	1.960784	0.609756	0	0.573066	0	0	0
2962:14055-14057	0	0	0	0.406504	0	1.432665	0	0	12.5
2962:15747-15749	0	0	3.703704	0.258398	1.089325	0.723208	0	0	0
2962:15770-15772	11.111111	0	0	4.111111	3.680982	5.655836	0	0	0
2962:16447-16449	0	0	0	0.543478	0	3.448276	0	0	0
2962:18004-18006	0	0	0	0	0	0.775194	0	0	0
297:32400-32402	0.75188	0	0	30.769231	0.531915	60	4.081633	0	4
