"","PolyA_1041","PolyA_1471","PolyA_1637","RiboDep_1041","RiboDep_1471","RiboDep_1637"
"g37396",18,29,17,117,70,73
"g37397",182,77,118,56,37,39
"g37463",1,0,0,25,8,6
"g37468",0,0,0,28,18,28
"g37469",328,514,489,831,684,952
"g37475",91,79,75,160,136,129
"g37485",0,0,0,29,14,19
"g37489",92,84,61,132,67,92
"g37493",96,52,50,149,90,91
"g37499",0,0,0,10,4,9
"g37503",2692,2396,2319,1257,962,1143
"g37501",17,15,22,34,27,34
"g37502",264,252,206,274,194,230
"g37504",262,152,166,420,572,520
"g37505",1264,1159,1142,4306,4392,4579
"g37512",0,0,0,29,10,11
"g37517",569,639,387,752,1021,897
"g37544",7,0,5,56,30,42
"g37551",17,0,0,113,16,37
"g37556",113,92,88,134,110,123
"g37571",20,92,9,119,173,125
"g37587",48,37,54,124,49,61
"g37590",3,3,7,92,65,70
"g37600",0,0,0,6,4,4
"g37605",0,0,0,16,12,9
"g37610",70,30,73,86,72,126
"g37629",293,277,233,364,271,326
"g37638",157,113,121,182,183,236
"g37646",103,81,125,157,92,198
"g37647",0,0,0,9,5,2
"g37658",9,0,17,115,16,104
"g37657",24,0,26,112,50,84
"g37685",1225,941,1056,1075,851,1019
"g37696",1892,1236,1131,2011,1041,1278
"g37702",40,36,20,68,34,55
"g37695",343,240,179,709,413,441
"g37699",2158,1609,1580,1021,627,727
"g37701",8,0,0,170,86,134
"g37704",2160,1463,1685,972,737,902
"g37727",308,245,241,135,86,90
"g37759",0,0,0,8,10,9
"g37737",158,160,181,54,48,79
"g37871",0,0,0,26,5,26
"g37873",29,12,10,26,32,36
"g37893",17,7,20,107,30,121
"g37894",12,0,7,54,13,55
"g37895",12,22,7,141,27,84
"g37899",8,0,0,35,13,43
"g37901",42,37,39,288,83,202
"g37902",40,26,39,191,84,135
"g37941",2,4,2,21,9,7
"g37934",208,117,118,80,28,45
"g37947",343,203,324,420,228,359
"g37997",27,19,30,48,35,49
"g37991",0,0,0,23,7,13
"g38007",752,525,502,246,183,237
"g38008",208,172,183,80,74,74
"g38013",15,2,7,42,16,16
"g38027",26,22,14,168,146,70
"g38030",105,147,136,225,187,225
"g38031",55,85,61,209,142,159
"g38033",13,0,0,50,37,25
"g38022",0,0,0,10,3,3
"g38040",4,3,0,27,30,4
"g38076",123,120,112,67,36,36
"g38082",307,246,181,111,83,105
"g38097",39,28,17,59,52,34
"g38110",0,0,0,12,3,9
"g38111",0,0,0,7,5,3
"g38106",12,3,0,15,27,32
"g38116",2073,1335,1210,1783,1421,1307
"g38118",0,0,0,47,17,36
"g38117",825,661,422,1479,845,1061
"g38126",0,0,0,47,158,56
"g38125",57,67,56,120,198,165
"g38133",216,113,95,342,197,284
"g38134",66,49,71,196,90,157
"g38141",149,85,89,488,497,437
"g38135",1032,804,697,1168,1553,1459
"g38138",253,167,188,886,821,837
"g38139",118,110,65,302,340,411
"g38160",0,0,0,24,12,13
"g38183",0,3,0,92,25,46
"g38190",0,0,0,4,9,7
"g38184",7,2,19,91,39,84
"g38185",12,10,19,314,64,230
"g38186",4,26,43,207,135,208
"g38187",3,18,8,90,101,100
"g38210",232,332,277,712,611,769
"g38213",15,20,20,73,67,65
"g38221",73,85,138,220,197,213
"g38220",48,64,34,150,91,92
"g38222",351,370,272,404,563,533
"g38223",379,319,252,136,115,138
"g38242",1088,780,827,461,316,412
"g38253",985,750,718,416,261,306
"g38258",0,0,0,7,10,11
"g38267",511,313,395,189,114,136
"g38269",193,177,177,559,363,559
"g38276",363,259,261,135,67,117
"g38279",1093,474,405,2073,557,1035
"g38283",142,188,103,162,158,212
"g38297",0,0,0,14,6,10
"g38295",175,121,111,74,38,50
"g38308",0,0,0,15,9,6
"g38304",647,962,718,1732,3754,3181
"g38306",219,187,138,90,53,53
"g38364",120,75,60,160,119,127
"g38365",57,32,52,109,45,69
"g38375",339,352,336,168,93,170
"g38386",570,348,368,666,310,380
"g38423",43,39,22,402,90,106
"g38427",176,171,112,60,55,55
"g38444",321,151,152,277,157,262
"g38438",76,32,65,132,122,141
"g38439",3,1,0,12,10,13
"g38440",94,80,98,162,87,118
"g38442",3878,2151,2487,1644,959,1380
"g38447",596,535,454,228,171,206
"g38460",1060,589,664,891,512,666
"g38462",55,43,21,73,50,60
"g38477",0,0,0,48,16,24
"g38466",2271,2117,1890,4505,3970,4875
"g38489",10,9,8,31,30,14
"g38499",0,3,0,15,9,14
"g38519",0,0,0,17,3,4
"g38535",13,0,9,32,20,31
"g38521",1965,1828,1663,1205,690,979
"g38572",33,22,7,63,53,34
"g38609",26,14,0,59,33,72
"g38599",351,321,277,347,278,269
"g38600",0,0,0,11,3,6
"g38598",704,529,573,292,153,280
"g38644",191,87,148,65,39,40
"g38646",156,87,138,303,288,367
"g38665",560,288,400,676,760,814
"g38704",45,48,38,104,53,64
"g38753",238,104,165,425,238,456
"g38762",238,238,210,110,50,95
"g38769",303,202,182,341,200,262
"g38770",275,247,233,83,96,93
"g38779",1087,758,709,426,198,308
"g38802",0,0,0,16,6,5
"g38813",262,210,229,246,232,216
"g38839",8,0,16,39,58,54
"g38844",93,55,47,340,82,150
"g38845",361,304,323,184,100,140
"g38852",1883,1893,1323,2368,1292,1522
"g38853",374,409,350,835,457,524
"g38851",688,829,520,414,159,224
"g38867",0,0,0,25,32,7
"g38931",255,128,159,386,126,209
"g38942",758,601,543,432,221,275
"g38943",321,217,195,468,291,368
"g38945",6,6,1,11,27,23
"g38946",36,11,12,106,43,28
"g38952",0,0,0,9,5,4
"g38980",4,4,3,14,22,27
"g38978",6,6,0,29,34,48
"g38997",0,0,0,10,2,7
"g39001",43,38,28,69,91,74
"g39031",75,64,112,225,129,214
"g39033",49,124,51,209,142,152
"g39044",3,0,2,20,11,8
"g39043",545,462,483,654,403,562
"g39074",0,0,0,27,16,26
"g39083",35,34,52,51,97,97
"g39090",22,18,17,42,25,21
"g39086",31,19,20,196,105,148
"g39087",85,49,72,131,98,116
"g39088",8,0,12,104,37,49
"g39100",197,259,164,93,71,62
"g39110",0,0,7,34,16,23
"g39123",251,178,249,325,211,278
"g39129",2,2,0,15,12,12
"g39138",0,0,0,65,21,45
"g39149",16,19,18,71,43,72
"g39150",121,64,90,183,91,119
"g39164",97,58,28,255,213,188
"g39161",1775,1018,1359,732,516,600
"g39182",27,36,38,74,47,44
"g39185",657,436,577,296,225,278
"g39243",114,68,76,246,215,180
"g39239",3335,2459,2160,3541,2958,3218
"g39271",34,38,26,142,137,131
"g39272",0,0,0,43,31,55
"g39281",0,0,0,19,14,23
"g39254",1135,958,903,498,396,477
"g39289",405,706,459,216,176,189
"g39292",0,0,0,51,30,62
"g39294",808,677,626,794,529,713
"g39297",0,0,0,31,9,17
"g39312",2824,1670,1964,2165,2488,2657
"g39320",0,0,0,16,23,20
"g39318",605,357,359,787,662,784
"g39338",43,46,40,70,80,81
"g39339",67,76,62,288,209,209
"g39344",12,19,27,67,44,90
"g39349",15,26,20,145,22,44
"g39366",203,98,123,188,166,152
"g39418",9,0,10,148,0,142
"g39415",63,115,51,164,107,128
"g39428",42,40,21,73,151,111
"g39425",1298,851,832,1676,1264,1532
"g39424",148,96,146,622,851,838
"g39435",0,0,0,13,11,5
"g39434",36,24,23,105,84,135
"g39441",125,86,107,202,153,171
"g39456",98,60,62,147,98,182
"g39462",8,0,0,32,22,31
"g39468",6,4,2,34,19,40
"g39478",151,148,91,302,158,292
"g39480",39,22,36,57,33,62
"g39489",0,0,0,18,15,26
"g39495",35,15,23,33,52,42
"g39518",4,1,1,12,7,7
"g39517",38,53,28,85,64,62
"g39524",17,34,23,99,29,68
"g39530",0,0,0,28,28,16
"g39532",0,0,0,21,14,14
"g39561",0,0,0,5,6,6
"g39563",0,15,0,118,74,78
"g39564",102,35,60,124,94,80
"g39567",431,342,314,172,142,145
"g39573",190,122,100,61,38,39
"g39591",53,63,35,72,51,74
"g39589",244,168,136,93,63,64
"g39594",189,190,175,183,200,227
"g39592",12,21,38,72,86,113
"g39593",135,95,126,253,245,405
"g39637",55,56,19,387,229,294
"g39630",6005,5751,5214,2634,1894,2324
"g39632",1345,1203,1015,2059,1374,1813
"g39631",665,497,505,552,358,504
"g39633",113,126,113,263,166,191
"g39635",719,707,526,4125,2935,3839
"g39636",15,19,13,126,66,149
"g39645",1,3,0,22,11,26
"g39643",42,43,20,138,165,141
"g39644",848,833,692,994,531,723
"g39646",235,136,135,81,28,66
"g39660",171,124,93,162,137,165
"g39659",343,289,257,433,374,375
"g39664",50,20,36,59,58,40
"g39671",63,31,64,88,79,58
"g39687",0,0,0,10,6,8
"g39684",8,3,4,17,29,10
"g39688",122,171,98,569,428,480
"g39696",282,146,163,421,292,308
"g39697",167,63,109,183,83,165
"g39706",22,13,20,140,71,93
"g39711",30,41,17,126,66,79
"g39713",112,90,86,288,127,185
"g39715",288,190,244,142,46,75
"g39722",0,0,0,21,12,15
"g39745",55,27,37,131,65,40
"g39761",11,2,9,40,27,23
"g39772",1095,703,697,327,258,280
"g39801",0,0,0,16,10,22
"g39816",399,374,295,165,103,181
"g39819",112,100,93,358,289,332
"g39820",84,70,63,111,54,77
"g39830",78,97,56,329,134,326
"g39868",2308,2161,1863,2199,1395,1756
"g39882",12,18,9,26,31,37
"g39889",705,490,466,2685,1305,1935
"g39887",308,213,136,1720,829,1449
"g39891",7292,5099,5243,4062,2060,2941
"g39903",7,0,3,20,14,19
"g39893",320,314,242,338,228,251
"g39896",0,0,0,14,3,5
"g39892",39,37,51,159,153,206
"g39904",1049,997,971,532,333,346
"g39905",122,87,69,170,90,114
"g39906",94,163,102,246,117,211
"g39907",16,14,13,48,18,27
"g39911",468,390,465,445,390,420
"g39918",370,301,272,115,117,155
"g39950",145,129,91,202,239,245
"g39957",347,333,371,183,82,125
"g39956",377,332,352,165,131,151
"g39963",54,33,32,185,147,183
"g39966",0,0,0,143,129,177
"g39985",4250,2679,3023,51738,13232,30677
"g40118",623,274,309,747,793,747
"g40140",84,61,57,99,86,68
"g40141",0,0,0,46,31,20
"g40144",0,0,0,7,16,9
"g40137",63,66,41,114,108,166
"g40147",0,0,0,7,5,4
"g40172",4,0,0,15,13,14
"g40187",0,0,0,13,3,8
"g40161",183,89,167,642,130,455
"g40163",195,83,122,302,81,208
"g40164",287,156,201,435,163,371
"g40196",247,222,266,1388,978,1468
"g40197",516,450,380,1400,1226,1562
"g40216",0,0,0,23,24,29
"g40217",349,459,423,1324,1546,1636
"g40221",97,38,49,148,85,108
"g40248",7,14,4,44,17,23
"g40246",0,0,0,15,15,12
"g40249",207,111,137,85,36,50
"g40253",78,71,98,99,125,164
"g40250",3120,2795,2422,2583,2384,2620
"g40264",34,11,17,57,26,44
"g40266",35,10,28,86,35,55
"g40259",187,97,56,281,155,160
"g40261",326,209,132,85,50,85
"g40268",1233,665,570,475,186,294
"g40279",285,247,280,120,94,100
"g40290",0,0,0,13,29,22
"g40291",129,73,66,258,225,272
"g40289",28,21,14,110,100,94
"g40292",224,158,128,760,623,693
"g40293",1169,904,717,1728,1339,1486
"g40304",231,137,147,538,377,580
"g40324",7,22,7,61,37,43
"g40323",4,5,4,40,17,6
"g40327",2,1,3,18,7,6
"g40340",0,5,16,75,38,83
"g40349",423,254,238,614,307,418
"g40352",1906,1215,1310,2472,1663,1931
"g40350",219,135,91,224,123,174
"g40354",0,4,0,50,32,37
"g40353",321,323,238,141,91,124
"g40360",86,45,49,68,68,76
"g40367",83,33,54,132,56,83
"g40369",39,76,67,115,82,100
"g40374",1530,1403,1093,605,333,460
"g40376",1004,880,737,1003,626,689
"g40377",609,459,430,1985,2084,1753
"g40383",30,14,19,119,60,67
"g40407",549,446,451,176,192,174
"g40472",51,102,54,89,115,122
"g40465",0,0,0,38,33,41
"g40466",17,0,22,50,60,55
"g40468",183,209,148,294,131,222
"g40487",28,27,20,115,123,79
"g40494",56,13,12,65,81,96
"g40501",831,690,661,1421,1136,1272
"g40502",742,716,632,691,849,860
"g40506",342,262,244,779,582,767
"g40507",525,461,332,619,588,602
"g40508",794,850,605,466,209,287
"g40510",0,0,0,18,16,7
"g40533",56,86,54,159,159,154
"g40534",19,22,15,50,27,37
"g40547",44,23,15,47,37,53
"g40549",168,306,167,269,304,305
"g40563",5,7,6,78,17,48
"g40562",130,78,57,460,189,290
"g40561",201,137,74,684,426,594
"g40558",172,144,106,288,193,303
"g40560",53,24,23,222,148,174
"g40565",423,277,351,159,66,137
"g40566",243,144,262,72,58,98
"g40609",67,341,114,320,681,302
"g40659",6,7,8,31,14,28
"g40697",106,90,56,149,119,181
"g40711",356,215,239,165,81,87
"g40732",97,76,69,154,111,95
"g40734",178,221,170,256,300,253
"g40757",132,77,89,156,154,215
"g40771",705,520,488,858,801,880
"g40772",82,47,54,107,84,154
"g40785",64,98,55,139,142,174
"g40773",359,282,206,916,519,633
"g40774",304,232,186,470,179,261
"g40779",3090,2210,1977,1655,925,1197
"g40797",294,219,197,558,320,471
"g40803",83,55,49,183,86,123
"g40815",36,24,17,146,187,178
"g40813",205,153,183,578,536,581
"g40811",1986,1500,1526,1710,1061,1423
"g40824",32,14,18,48,27,27
"g40835",147,76,88,302,373,317
"g40833",227,193,207,765,644,653
"g40844",68,106,48,115,115,86
"g40846",0,10,14,43,32,42
"g40848",835,636,593,300,232,211
"g40854",0,0,0,159,76,104
"g40901",0,0,0,9,7,12
"g40966",828,487,436,275,154,169
"g41007",202,93,108,218,101,189
"g41013",406,256,329,399,335,403
"g41017",13,8,16,34,30,57
"g41018",2344,1734,1808,900,660,688
"g41060",25,17,16,41,23,30
"g41054",91,52,92,125,86,80
"g41071",806,549,502,892,515,525
"g41074",32,44,10,99,54,84
"g41089",11,7,5,16,26,13
"g41082",637,423,397,671,404,537
"g41085",0,0,0,105,141,148
"g41080",116,139,89,326,195,225
"g41102",9,7,0,23,19,24
"g41108",121,152,109,207,221,287
"g41115",23,6,31,64,47,80
"g41119",21,35,31,155,88,156
"g41139",46,53,27,117,62,109
"g41204",62,26,40,208,78,181
"g41205",115,112,86,49,22,38
"g41232",19,17,10,69,50,80
"g41284",49,30,43,95,52,77
"g41287",21,8,15,46,40,50
"g41290",84,78,80,162,115,157
"g41300",666,401,415,288,129,203
"g41312",148,198,170,468,242,379
"g41356",1385,894,845,1226,701,1008
"g41354",1,0,0,38,3,9
"g41380",246,163,160,103,58,89
"g41382",233,137,176,74,47,79
"g41384",0,0,0,54,8,21
"g41386",0,0,0,53,18,25
"g41387",0,0,0,14,19,6
"g41388",871,683,508,942,527,593
"g41383",20,25,33,98,43,72
"g41401",45,41,75,88,81,110
"g41405",456,413,338,149,114,143
"g41409",63,32,30,62,57,86
"g41410",77,33,75,131,72,104
"g41420",0,0,0,10,6,8
"g41461",0,0,0,9,1,11
"g41458",30,20,30,63,22,40
"g41498",107,62,68,159,132,163
"g41500",31,54,65,231,186,194
"g41501",72,61,55,120,66,84
"g41512",11,9,0,460,111,388
"g41517",174,133,120,193,180,158
"g41510",1095,742,1126,2764,1123,2874
"g41541",0,0,0,11,18,8
"g41542",4,1,2,13,20,11
"g41560",360,222,219,297,210,291
"g41576",0,0,0,15,2,3
"g41574",14,0,0,42,32,34
"g41580",1956,1436,1273,955,592,773
"g41584",1869,1386,1189,1703,1012,1342
"g41587",3200,2973,2513,3043,1962,2454
"g41588",223,217,169,909,461,625
"g41595",235,153,156,79,46,67
"g41596",85,53,71,121,98,126
"g41593",609,452,485,348,176,205
"g41599",1419,1050,1123,550,330,513
"g41623",90,70,31,156,194,160
"g41624",0,21,0,69,122,102
"g41625",117,112,132,330,343,277
"g41628",245,146,145,445,588,393
"g41629",1685,1390,1144,1659,1219,1387
"g41633",144,68,84,168,132,150
"g41639",9,0,14,28,36,30
"g41636",399,309,380,506,321,473
"g41678",6,3,5,22,18,7
"g41688",1,4,0,28,17,28
"g41689",802,599,575,297,164,206
"g41707",91,87,68,91,77,107
"g41794",104,99,92,133,109,87
"g41795",828,933,680,1180,941,990
"g41806",102,55,87,140,118,116
"g41807",51,41,22,89,65,59
"g41808",1092,1236,937,1189,1382,1098
"g41779",350,365,310,166,91,96
"g41737",34221,21836,20484,14196,6456,10385
"g41758",75,59,44,95,61,76
"g41762",207,146,105,225,166,232
"g41763",18,30,33,86,21,73
"g41766",91,104,96,191,199,218
"g41772",434,224,270,387,228,287
"g41812",0,0,0,239,208,300
"g41814",20366,17829,16880,56648,36045,48606
"g41811",87,141,116,6469,4092,5723
"g41813",10,11,3,438,299,353
"g41865",28,13,16,83,55,54
"g41883",40,35,18,98,43,47
"g41854",574,352,300,780,408,584
"g41859",70,94,64,544,404,436
"g41851",266,215,166,306,312,366
"g41855",799,637,593,1438,555,725
"g41856",509,356,282,1149,309,700
"g41858",304,219,206,1724,825,1142
"g41860",118,77,41,747,289,414
"g41909",397,326,350,511,574,653
"g41926",293,146,203,344,302,402
"g41943",377,235,175,118,91,75
"g41948",0,0,0,7,5,9
"g41949",716,708,668,912,917,995
"g41947",1773,1637,1384,2187,3020,2934
"g41950",218,233,168,86,64,72
"g41964",436,273,259,143,115,114
"g41977",22,19,34,105,64,96
"g41973",0,0,0,156,66,108
"g41975",0,0,0,17,20,24
"g41974",940,587,563,1216,649,778
"g41979",0,0,0,12,13,3
"g41984",207,161,155,95,50,84
"g42003",0,0,0,69,41,31
"g41994",0,0,0,2,13,3
"g42046",8,0,2,23,14,14
"g41988",1113,861,717,536,390,465
"g42048",57,30,29,105,49,43
"g42077",2579,1699,1655,2659,2314,2341
"g42079",811,640,709,660,861,1052
"g42103",38,46,20,332,277,328
"g42104",165,201,139,1619,1267,1407
"g42105",874,842,685,4673,5015,4860
"g42117",11,8,11,31,16,26
"g42118",40,31,32,66,29,61
"g42106",2343,2509,1885,3768,3097,3526
"g42136",3191,2287,2159,1417,984,1145
"g42137",143,138,140,61,42,64
"g42155",290,139,175,971,702,777
"g42154",37,19,16,78,50,60
"g42179",30,30,21,39,41,39
"g42209",62,95,51,239,154,193
"g42210",187,210,99,730,463,804
"g42219",658,541,443,284,178,208
"g42224",463,287,224,107,102,106
"g42246",0,0,0,20,38,27
"g42261",57,74,56,155,143,102
"g42257",37,97,77,111,139,180
"g42278",342,183,255,445,452,577
"g42279",14,6,0,30,22,42
"g42280",90,77,34,166,209,227
"g42301",0,4,0,80,29,42
"g42300",0,0,0,64,54,92
"g42302",16,0,23,107,50,92
"g42305",256,174,225,311,154,352
"g42304",37,22,20,185,70,158
"g42322",0,23,0,1496,2066,1531
"g42323",49,93,37,5735,5471,4840
"g42324",36,123,63,5068,7279,4893
"g42319",823,997,728,1721,1290,1529
"g42325",530,911,385,16485,19304,16538
"g42328",825,621,649,696,585,707
"g42329",2751,2234,2092,1137,934,1100
"g42333",42,35,25,74,59,56
"g42340",0,0,0,40,24,20
"g42342",338,352,310,472,368,435
"g42352",16,24,15,63,38,55
"g42343",45,38,32,60,106,88
"g42346",435,547,402,243,105,200
"g42360",208,185,178,324,200,343
"g42390",133,170,124,203,300,247
"g42407",118,84,63,29,28,32
"g42456",19,0,17,128,28,156
"g42459",143,103,71,141,126,115
"g42446",18,24,25,195,138,182
"g42467",63,87,68,174,274,257
"g42470",0,30,15,487,589,567
"g42471",0,7,0,92,68,114
"g42468",78,63,45,508,590,601
"g42464",147,135,97,246,193,212
"g42465",22,37,27,107,63,54
"g42491",226,175,145,77,61,74
"g42494",116,43,51,148,76,76
"g42507",233,216,291,655,263,636
"g42506",196,88,184,400,123,298
"g42537",112,82,81,157,136,159
"g42538",40,17,25,64,37,73
"g42551",252,138,142,300,255,296
"g42573",4,5,6,21,29,37
"g42574",179,205,176,249,212,269
"g42583",298,231,231,97,93,104
"g42584",83,75,55,102,66,111
"g42585",41,38,34,59,51,40
"g42591",528,376,388,176,189,168
"g42613",4,8,5,25,19,15
"g42617",950,530,733,330,126,298
"g42621",419,371,405,203,117,122
"g42653",2357,2440,1494,3211,2223,2613
"g42735",50,60,40,104,102,97
"g42746",174,132,96,55,25,60
"g42783",4,0,0,84,31,34
"g42776",406,354,406,178,94,205
"g42777",707,417,614,234,186,239
"g42837",0,0,0,15,7,3
"g42872",0,0,0,8,5,17
"g42873",916,757,702,396,254,270
"g42878",2246,1812,1682,2671,2458,2612
"g42879",2413,1855,1934,2133,1636,1767
"g42875",675,532,427,662,344,502
"g42877",694,772,728,1125,867,1036
"g42912",800,426,670,1052,449,753
"g42932",690,547,528,290,191,244
"g42939",45,27,44,267,175,299
"g42940",410,306,298,546,395,556
"g42983",0,0,0,15,9,23
"g42985",942,474,812,2719,732,2530
"g42986",29,24,29,415,85,324
"g42990",0,0,0,42,3,34
"g42991",940,315,894,2702,365,2270
"g42988",2,0,0,6,4,15
"g42992",45,18,22,1205,145,878
"g42994",0,1,0,8,11,12
"g43004",364,353,250,307,408,381
"g43010",70,60,47,93,93,133
"g43021",218,74,82,265,90,190
"g43024",414,237,264,169,92,134
"g43031",333,139,186,107,46,79
"g43047",28,7,24,54,56,47
"g43049",28,26,37,86,152,187
"g43060",388,245,235,147,74,128
"g43102",246,167,126,355,282,277
"g43112",209,112,166,221,124,163
"g43113",206,158,108,533,286,351
"g43114",14,32,15,55,54,59
"g43136",3,8,7,26,19,16
"g43140",0,0,0,10,7,13
"g43137",51,148,60,231,214,127
"g43173",224,179,144,100,61,66
"g43179",62,23,60,64,75,77
"g43186",8,4,9,28,15,14
"g43196",34,18,12,45,48,70
"g43215",0,6,0,50,42,54
"g43213",22,26,32,180,164,139
"g43212",341,292,317,571,478,446
"g43208",305,439,299,1095,830,1022
"g43209",79,174,107,306,141,197
"g43220",62,7,0,91,253,109
"g43216",18,0,0,49,59,45
"g43245",121,108,82,128,108,133
"g43266",0,0,0,13,6,7
"g43285",0,0,0,5,8,6
"g43288",504,484,460,222,100,195
"g43292",46,64,26,158,131,189
"g43294",18,10,17,51,33,42
"g43296",43,31,27,61,88,38
"g43300",110,93,106,141,96,124
"g43298",262,119,103,195,211,195
"g43317",408,221,345,134,95,144
"g43319",642,550,505,279,222,212
"g43328",148,74,86,268,181,191
"g43329",68,50,86,222,136,232
"g43330",0,0,0,26,28,26
"g43356",16,3,2,44,35,23
"g43396",67,46,34,70,62,85
"g43414",272,190,157,102,62,63
"g43472",0,0,0,10,8,8
"g43468",44,42,63,144,121,146
"g43471",69,31,75,198,78,127
"g43482",8,9,11,32,28,17
"g43488",2650,2457,2005,957,873,992
"g43492",4703,3579,3211,1066,1601,992
"g43501",0,0,0,49,22,27
"g43517",866,650,578,321,262,231
"g43557",0,0,0,31,12,20
"g43582",563,292,289,221,96,121
"g43618",7,1,0,20,10,11
"g43633",3,0,0,28,11,17
"g43632",0,0,0,84,23,31
"g43631",12,32,9,167,103,118
"g43630",68,30,76,134,84,129
"g43634",249,217,206,1443,1019,995
"g43636",118,82,77,278,134,202
"g43639",87,73,65,213,134,165
"g43647",0,0,0,34,12,3
"g43656",634,461,540,244,132,179
"g43669",12,9,8,41,35,45
"g43672",43,28,31,62,36,63
"g43678",600,579,495,238,235,232
"g43689",7,22,19,88,61,40
"g43691",193,104,101,246,153,192
"g43696",44,27,35,116,85,135
"g43702",22,25,12,80,58,37
"g43714",77,99,49,119,86,124
"g43711",6,12,7,28,23,27
"g43718",947,687,693,1192,603,849
"g43719",96,62,62,79,78,86
"g43729",0,0,0,25,3,8
"g43767",166,112,80,122,144,148
"g43761",4553,3638,3589,2601,1502,2191
"g43762",469,352,293,399,302,400
"g43764",332,262,185,679,650,811
"g43773",81,34,49,131,94,108
"g43782",17,28,22,50,31,38
"g43786",136,95,157,179,133,222
"g43787",24,29,85,95,93,114
"g43834",0,0,0,25,20,12
"g43842",0,0,0,18,27,17
"g43843",8,10,11,28,67,49
"g43851",8,0,13,161,178,131
"g43853",0,0,0,70,81,22
"g43859",10,22,11,74,93,93
"g43850",237,354,174,961,1082,861
"g43868",0,0,0,22,14,5
"g43875",446,476,385,173,146,173
"g43871",927,732,824,1897,1293,1485
"g43886",0,3,2,18,12,14
"g43888",0,0,0,27,10,13
"g43884",77,49,41,91,59,52
"g43889",8,0,12,36,33,38
"g43912",11,14,13,20,24,32
"g43908",44,74,30,93,64,96
"g43899",160,109,117,201,102,120
"g43902",392,324,290,150,106,127
"g43905",198,136,106,184,190,141
"g43907",0,0,0,82,63,76
"g43909",85,86,40,155,58,94
"g43916",405,141,187,482,381,349
"g43918",658,360,570,687,690,782
"g43919",97,61,72,540,389,506
"g43923",0,0,0,11,4,8
"g43920",2039,2339,1508,3856,5501,3907
"g43951",1108,1736,1647,1263,3163,2593
"g43961",16,13,20,39,41,46
"g43962",0,6,0,41,38,55
"g43960",249,298,193,363,244,332
"g43963",13,26,14,36,26,44
"g43983",0,0,0,8,19,8
"g44035",24,9,8,65,41,33
"g44025",450,391,369,799,864,880
"g44026",21,0,0,204,121,166
"g44040",828,744,683,1376,1498,1596
"g44036",1141,1033,808,504,329,504
