Orthogroup	Pocillopora_acuta_protein	Mcap.protein
OG0004077	g17309	augustus.g58630.t1, augustus.g58632.t1
OG0004078	g8654, g33554	augustus.g58638.t1
OG0004079	g4826	augustus.g66048.t1, augustus.g5870.t1
OG0004080	g4820	augustus.g5871.t1, augustus.g66047.t1
OG0004081	g52279	augustus.g63167.t1, augustus.g58719.t1
OG0004082	g30780	augustus.g58748.t1, augustus.g67187.t1
OG0004083	g28589	augustus.g9779.t1, augustus.g58832.t1
OG0004084	g28587	augustus.g9781.t1, augustus.g58834.t1
OG0004085	g28584	augustus.g58835.t1, augustus.g9782.t1
OG0004086	g28581	augustus.g9783.t1, augustus.g58836.t1
OG0004087	g28579	augustus.g9784.t1, augustus.g58837.t1
OG0004088	g28577	augustus.g9785.t1, augustus.g58842.t1
OG0004089	g28573	augustus.g9786.t1, augustus.g58843.t1
OG0004090	g28571	augustus.g9787.t1, augustus.g58844.t1
OG0004091	g62816	augustus.g71387.t1, augustus.g5889.t1
OG0004092	g62820	augustus.g71386.t1, augustus.g5890.t1
OG0004093	g2882, g45621	augustus.g59121.t1
OG0004094	g48266	augustus.g68434.t1, augustus.g59152.t1
OG0004095	g63450, g49833	augustus.g59325.t1
OG0004096	g63805	augustus.g59516.t1, augustus.g6229.t1
OG0004097	g55040, g56980	augustus.g59525.t1
OG0004098	g63814	augustus.g6240.t1, augustus.g59526.t1
OG0004099	g2510	augustus.g61041.t1, augustus.g59640.t1
OG0004100	g23483, g22509	augustus.g59715.t1
OG0004101	g64027	augustus.g69377.t1, augustus.g59967.t1
OG0004102	g38796	augustus.g8559.t1, augustus.g60000.t1
OG0004103	g488, g489	augustus.g60037.t1
OG0004104	g7740	augustus.g60179.t1, augustus.g60365.t1
OG0004105	g7741	augustus.g60180.t1, augustus.g60364.t1
OG0004106	g7748	augustus.g60184.t1, augustus.g60360.t1
OG0004107	g61293	augustus.g8349.t1, augustus.g60208.t1
OG0004108	g11043	augustus.g60303.t1, augustus.g60302.t1
OG0004109	g45933	augustus.g60403.t1, augustus.g63677.t1
OG0004110	g15020	augustus.g63696.t1, augustus.g60408.t1
OG0004111	g53854	augustus.g60535.t1, augustus.g8736.t1
OG0004112	g38661	augustus.g758.t1, augustus.g60566.t1
OG0004113	g19132	augustus.g70154.t1, augustus.g60674.t1
OG0004114	g4410	augustus.g9576.t1, augustus.g60711.t1
OG0004115	g8810, g60966	augustus.g60721.t1
OG0004116	g29181	augustus.g60748.t1, augustus.g71095.t1
OG0004117	g29171	augustus.g60769.t1, augustus.g71102.t1
OG0004118	g48744	augustus.g60773.t1, augustus.g71104.t1
OG0004119	g48743	augustus.g60774.t1, augustus.g71105.t1
OG0004120	g60226	augustus.g89.t1, augustus.g60790.t1
OG0004121	g47324	augustus.g95.t1, augustus.g60796.t1
OG0004122	g47326	augustus.g60797.t1, augustus.g97.t1
OG0004123	g23937, g23939	augustus.g6087.t1
OG0004124	g3096	augustus.g60875.t1, augustus.g60882.t1
OG0004125	g48689	augustus.g61141.t1, augustus.g68729.t1
OG0004126	g3022	augustus.g68733.t1, augustus.g61145.t1
OG0004127	g32540, g32543	augustus.g61199.t1
OG0004128	g48701, g48693	augustus.g61325.t1
OG0004129	g23210, g23209	augustus.g61326.t1
OG0004130	g13859	augustus.g61636.t1, augustus.g61541.t1
OG0004131	g20365	augustus.g61755.t1, augustus.g66940.t1
OG0004132	g20416, g20419	augustus.g61768.t1
OG0004133	g31219, g31211	augustus.g6179.t1
OG0004134	g17213, g17212	augustus.g61796.t1
OG0004135	g25643	augustus.g61838.t1, augustus.g62896.t1
OG0004136	g25641	augustus.g61839.t1, augustus.g62897.t1
OG0004137	g25640	augustus.g61840.t1, augustus.g62898.t1
OG0004138	g25639	augustus.g62899.t1, augustus.g61841.t1
OG0004139	g25637	augustus.g61843.t1, augustus.g62902.t1
OG0004140	g25636	augustus.g61844.t1, augustus.g62903.t1
OG0004141	g25635	augustus.g61845.t1, augustus.g62904.t1
OG0004142	g25632	augustus.g62909.t1, augustus.g61847.t1
OG0004143	g25631	augustus.g62910.t1, augustus.g61848.t1
OG0004144	g29466	augustus.g62912.t1, augustus.g61849.t1
OG0004145	g29463	augustus.g61852.t1, augustus.g62915.t1
OG0004146	g62259	augustus.g65261.t1, augustus.g61858.t1
OG0004147	g61309	augustus.g61947.t1, augustus.g8365.t1
OG0004148	g23759	augustus.g6921.t1, augustus.g62037.t1
OG0004149	g28820, g28822	augustus.g62052.t1
OG0004150	g57567, g58703	augustus.g62139.t1
OG0004151	g28478, g35913	augustus.g62142.t1
OG0004152	g12777	augustus.g62184.t1, augustus.g62183.t1
OG0004153	g64296	augustus.g69639.t1, augustus.g62238.t1
OG0004154	g63438, g42837	augustus.g62241.t1
OG0004155	g48298	augustus.g6237.t1, augustus.g6231.t1
OG0004156	g11692	augustus.g69007.t1, augustus.g62346.t1
OG0004157	g40793	augustus.g62351.t1, augustus.g69002.t1
OG0004158	g11770	augustus.g68997.t1, augustus.g62353.t1
OG0004159	g11772	augustus.g68995.t1, augustus.g62355.t1
OG0004160	g31781	augustus.g9061.t1, augustus.g6242.t1
OG0004161	g31782	augustus.g9060.t1, augustus.g6243.t1
OG0004162	g31783	augustus.g6244.t1, augustus.g9059.t1
OG0004163	g54254	augustus.g6262.t1, augustus.g70378.t1
OG0004164	g59000, g50626	augustus.g62710.t1
OG0004165	g50171, g50173	augustus.g62849.t1
OG0004166	g59666, g9195	augustus.g62858.t1
OG0004167	g2683, g52329	augustus.g62865.t1
OG0004168	g14781	augustus.g63035.t1, augustus.g63033.t1
OG0004169	g64198, g64200	augustus.g63082.t1
OG0004170	g38314, g36184	augustus.g6311.t1
OG0004171	g31162	augustus.g70445.t1, augustus.g63125.t1
OG0004172	g31163	augustus.g70444.t1, augustus.g63126.t1
OG0004173	g54123, g40424	augustus.g6320.t1
OG0004174	g20064	augustus.g6322.t1, augustus.g9276.t1
OG0004175	g19990	augustus.g6323.t1, augustus.g9277.t1
OG0004176	g19993	augustus.g9279.t1, augustus.g6325.t1
OG0004177	g12089	augustus.g63253.t1, augustus.g63252.t1
OG0004178	g23298	augustus.g63272.t1, augustus.g9770.t1
OG0004179	g23297	augustus.g63273.t1, augustus.g9769.t1
OG0004180	g23398	augustus.g63279.t1, augustus.g9760.t1
OG0004181	g23406	augustus.g63281.t1, augustus.g9758.t1
OG0004182	g44001, g40531	augustus.g63306.t1
OG0004183	g8205	augustus.g9878.t1, augustus.g6336.t1
OG0004184	g8206	augustus.g6337.t1, augustus.g9877.t1
OG0004185	g31553	augustus.g63465.t1, augustus.g71512.t1
OG0004186	g63752	augustus.g63466.t1, augustus.g71511.t1
OG0004187	g63852	augustus.g63467.t1, augustus.g71510.t1
OG0004188	g44323	augustus.g71509.t1, augustus.g63468.t1
OG0004189	g44327	augustus.g71508.t1, augustus.g63469.t1
OG0004190	g44319	augustus.g63472.t1, augustus.g71506.t1
OG0004191	g44314	augustus.g7986.t1, augustus.g63488.t1
OG0004192	g30830	augustus.g7984.t1, augustus.g63490.t1
OG0004193	g13136, g13135	augustus.g63788.t1
OG0004194	g28550	augustus.g68989.t1, augustus.g6384.t1
OG0004195	g17828	augustus.g7167.t1, augustus.g63849.t1
OG0004196	g17842	augustus.g63855.t1, augustus.g7175.t1
OG0004197	g4242, g31846	augustus.g64083.t1
OG0004198	g8455, g3925	augustus.g64090.t1
OG0004199	g32858	augustus.g7880.t1, augustus.g64102.t1
OG0004200	g50853, g5809	augustus.g64157.t1
OG0004201	g63884	augustus.g64205.t1, augustus.g65957.t1
OG0004202	g18631	augustus.g64239.t1, augustus.g7590.t1
OG0004203	g18630	augustus.g7589.t1, augustus.g64241.t1
OG0004204	g41734	augustus.g7587.t1, augustus.g64243.t1
OG0004205	g18628	augustus.g7586.t1, augustus.g64244.t1
OG0004206	g18626	augustus.g7585.t1, augustus.g64245.t1
OG0004207	g64549	augustus.g7584.t1, augustus.g64246.t1
OG0004208	g16398	augustus.g658.t1, augustus.g64397.t1
OG0004209	g38233, g8636	augustus.g6446.t1
OG0004210	g14890	augustus.g64599.t1, augustus.g8193.t1
OG0004211	g14871	augustus.g8198.t1, augustus.g64603.t1
OG0004212	g14864	augustus.g8199.t1, augustus.g64604.t1
OG0004213	g14857	augustus.g8200.t1, augustus.g64605.t1
OG0004214	g13190	augustus.g66539.t1, augustus.g64698.t1
OG0004215	g64224	augustus.g66537.t1, augustus.g64700.t1
OG0004216	g64213	augustus.g64703.t1, augustus.g66534.t1
OG0004217	g13942	augustus.g66532.t1, augustus.g64705.t1
OG0004218	g13931	augustus.g64706.t1, augustus.g66531.t1
OG0004219	g48172	augustus.g64720.t1, augustus.g7307.t1
OG0004220	g23512	augustus.g64722.t1, augustus.g7306.t1
OG0004221	g41865, g48500	augustus.g65050.t1
OG0004223	g33170	augustus.g6521.t1, augustus.g66905.t1
OG0004224	g51355	augustus.g65633.t1, augustus.g65214.t1
OG0004225	g5734	augustus.g65305.t1, augustus.g9673.t1
OG0004226	g43666, g829	augustus.g65333.t1
OG0004227	g826	augustus.g7135.t1, augustus.g65335.t1
OG0004228	g800	augustus.g65348.t1, augustus.g7144.t1
OG0004229	g33059	augustus.g65405.t1, augustus.g66726.t1
OG0004230	g33056	augustus.g65406.t1, augustus.g66728.t1
OG0004231	g27874, g27869	augustus.g65433.t1
OG0004232	g30800	augustus.g65535.t1, augustus.g67871.t1
OG0004233	g62486	augustus.g67874.t1, augustus.g65538.t1
OG0004234	g64241, g7257	augustus.g65555.t1
OG0004235	g49268, g33790	augustus.g65698.t1
OG0004236	g5050, g47430	augustus.g65889.t1
OG0004237	g37125, g51799	augustus.g65965.t1
OG0004238	g19249	augustus.g66193.t1, augustus.g66194.t1
OG0004239	g3077	augustus.g9564.t1, augustus.g66210.t1
OG0004240	g15307	augustus.g9568.t1, augustus.g66214.t1
OG0004241	g13219	augustus.g9569.t1, augustus.g66215.t1
OG0004242	g43180	augustus.g7.t1, augustus.g66315.t1
OG0004243	g52189, g31867	augustus.g66484.t1
OG0004244	g2095, g2899	augustus.g66507.t1
OG0004245	g6313, g19995	augustus.g66570.t1
OG0004246	g54025, g31486	augustus.g66595.t1
OG0004247	g42670, g39824	augustus.g66627.t1
OG0004248	g57492, g54425	augustus.g66644.t1
OG0004249	g20255, g28945	augustus.g66671.t1
OG0004250	g48082, g58392	augustus.g66714.t1
OG0004251	g36621	augustus.g7348.t1, augustus.g66840.t1
OG0004252	g24467	augustus.g66870.t1, augustus.g66872.t1
OG0004253	g17384	augustus.g66891.t1, augustus.g66889.t1
OG0004254	g53189, g46961	augustus.g67040.t1
OG0004255	g20553, g20565	augustus.g67055.t1
OG0004256	g4855, g4856	augustus.g67106.t1
OG0004257	g11287	augustus.g67113.t1, augustus.g67116.t1
OG0004258	g57798	augustus.g9536.t1, augustus.g67280.t1
OG0004259	g11071	augustus.g67283.t1, augustus.g9539.t1
OG0004260	g11073	augustus.g67284.t1, augustus.g9540.t1
OG0004261	g31984	augustus.g67303.t1, augustus.g71440.t1
OG0004262	g40555, g40554	augustus.g67321.t1
OG0004263	g2542, g2545	augustus.g67351.t1
OG0004264	g3841, g3844	augustus.g67452.t1
OG0004265	g3853, g3856	augustus.g67456.t1
OG0004266	g16779, g16778	augustus.g67457.t1
OG0004267	g52066, g27483	augustus.g67465.t1
OG0004268	g35712, g20986	augustus.g67517.t1
OG0004269	g14972	augustus.g9023.t1, augustus.g67523.t1
OG0004270	g14970	augustus.g67524.t1, augustus.g9024.t1
OG0004271	g54762	augustus.g8223.t1, augustus.g67615.t1
OG0004272	g27959	augustus.g67621.t1, augustus.g7909.t1
OG0004273	g27963	augustus.g67622.t1, augustus.g7910.t1
OG0004274	g5571	augustus.g68744.t1, augustus.g67666.t1
OG0004275	g8130, g8133	augustus.g6774.t1
OG0004276	g46111, g39412	augustus.g68018.t1
OG0004277	g31179, g35852	augustus.g68177.t1
OG0004278	g7400, g7397	augustus.g68538.t1
OG0004279	g38079, g58138	augustus.g68549.t1
OG0004280	g41724	augustus.g68787.t1, augustus.g9224.t1
OG0004281	g41726	augustus.g68788.t1, augustus.g9223.t1
OG0004282	g41727	augustus.g68789.t1, augustus.g9222.t1
OG0004283	g47928, g57760	augustus.g68934.t1
OG0004284	g10341	augustus.g7438.t1, augustus.g69033.t1
OG0004285	g47993	augustus.g71120.t1, augustus.g69046.t1
OG0004286	g48000	augustus.g71121.t1, augustus.g69047.t1
OG0004287	g57847	augustus.g71127.t1, augustus.g69054.t1
OG0004288	g57844	augustus.g71128.t1, augustus.g69055.t1
OG0004289	g10349, g42271	augustus.g69328.t1
OG0004290	g36878	augustus.g69370.t1, augustus.g69368.t1
OG0004291	g36870	augustus.g69372.t1, augustus.g69369.t1
OG0004292	g35930	augustus.g69417.t1, augustus.g7457.t1
OG0004293	g24865	augustus.g69517.t1, augustus.g69494.t1
OG0004294	g24871	augustus.g69514.t1, augustus.g69498.t1
OG0004295	g24872	augustus.g69513.t1, augustus.g69499.t1
OG0004296	g24878	augustus.g69501.t1, augustus.g69511.t1
OG0004297	g46833	augustus.g70451.t1, augustus.g69757.t1
OG0004298	g40175	augustus.g70049.t1, augustus.g70046.t1
OG0004299	g23890, g23895	augustus.g70084.t1
OG0004300	g58164	augustus.g70280.t1, augustus.g70276.t1
OG0004301	g29994	augustus.g7034.t1, augustus.g7029.t1
OG0004302	g47990	augustus.g9159.t1, augustus.g70352.t1
OG0004303	g43657, g43651	augustus.g70583.t1
OG0004304	g29895	augustus.g99.t1, augustus.g70604.t1
OG0004305	g24758	augustus.g70678.t1, augustus.g8856.t1
OG0004306	g4970, g4973	augustus.g70696.t1
OG0004307	g35602	augustus.g71422.t1, augustus.g7594.t1
OG0004308	g35597	augustus.g7593.t1, augustus.g71423.t1
OG0004309	g23610	augustus.g7591.t1, augustus.g71424.t1
OG0004310	g21948	augustus.g7156.t1, augustus.g9904.t1
OG0004311	g46636	augustus.g725.t1, augustus.g7535.t1
OG0004312	g63243, g54886	augustus.g7272.t1
OG0004313	g46637	augustus.g7541.t1, augustus.g731.t1
OG0004314	g46638	augustus.g7543.t1, augustus.g732.t1
OG0004315	g10343	augustus.g7440.t1, augustus.g7441.t1
OG0004316	g10346	augustus.g9141.t1, augustus.g7442.t1
OG0004317	g47986	augustus.g9155.t1, augustus.g7453.t1
OG0004318	g47989	augustus.g7456.t1, augustus.g9158.t1
OG0004319	g4104, g4102	augustus.g7546.t1
OG0004320	g51926	augustus.g7573.t1, augustus.g82.t1
OG0004321	g62349, g62352	augustus.g7790.t1
OG0004322	g52519, g44860	augustus.g7818.t1
OG0004323	g54251, g62131	augustus.g7944.t1
OG0004324	g48637, g48638	augustus.g7949.t1
OG0004325	g34295, g34293	augustus.g8029.t1
OG0004326	g29373	augustus.g834.t1, augustus.g8544.t1
OG0004327	g53673, g37778	augustus.g8391.t1
OG0004328	g28141, g28144	augustus.g8497.t1
OG0004329	g57841, g56697	augustus.g8696.t1
OG0004330	g26192	augustus.g8813.t1, augustus.g8812.t1
OG0004331	g57855, g14667	augustus.g8850.t1
OG0004332	g2339, g2337	augustus.g8946.t1
OG0004333	g32267	augustus.g9948.t1, augustus.g9080.t1
OG0004334	g51970, g8535	augustus.g9239.t1
OG0004335	g54617, g50986	augustus.g9284.t1
OG0004336	g22427, g31740	augustus.g9545.t1
OG0004337	g48560, g31673	augustus.g9611.t1
OG0004338	g52904, g17763	augustus.g976.t1
OG0004339	g60583, g38734	augustus.g9880.t1
OG0004340	g21028, g25371	augustus.g991.t1
OG0004341	g52983, g44467	augustus.g9959.t1
OG0004357	g55467	adi2mcaRNA10013_R0
OG0004358	g47447	adi2mcaRNA10022_R0
OG0004359	g42927	adi2mcaRNA10025_R0
OG0004360	g26001	adi2mcaRNA10072_R0
OG0004361	g6623	adi2mcaRNA10073_R0
OG0004362	g2049	adi2mcaRNA10081_R0
OG0004363	g21332	adi2mcaRNA10131_R0
OG0004364	g21333	adi2mcaRNA10132_R0
OG0004365	g3554	adi2mcaRNA1019_R0
OG0004366	g3561	adi2mcaRNA1021_R0
OG0004368	g28226	adi2mcaRNA10298_R0
OG0004369	g9700	adi2mcaRNA10307_R0
OG0004370	g59494	adi2mcaRNA10333_R0
OG0004371	g15268	adi2mcaRNA10344_R0
OG0004372	g15254	adi2mcaRNA10355_R0
OG0004373	g15245	adi2mcaRNA10361_R0
OG0004374	g43038	adi2mcaRNA10397_R0
OG0004375	g28641	adi2mcaRNA10404_R0
OG0004376	g28638	adi2mcaRNA10406_R0
OG0004377	g28626	adi2mcaRNA10415_R0
OG0004378	g10115	adi2mcaRNA10451_R0
OG0004379	g28285	adi2mcaRNA10488_R0
OG0004380	g3590	adi2mcaRNA1049_R0
OG0004381	g63385	adi2mcaRNA10524_R0
OG0004382	g22971	adi2mcaRNA10569_R0
OG0004383	g22972	adi2mcaRNA10572_R0
OG0004384	g22983	adi2mcaRNA10579_R0
OG0004385	g34706	adi2mcaRNA10621_R0
OG0004386	g34700	adi2mcaRNA10629_R0
OG0004387	g34693	adi2mcaRNA10635_R0
OG0004388	g41408	adi2mcaRNA10655_R0
OG0004389	g41400	adi2mcaRNA10664_R0
OG0004390	g8250	adi2mcaRNA10676_R0
OG0004391	g43212	adi2mcaRNA10726_R0
OG0004392	g60630	adi2mcaRNA10726_R7
OG0004393	g29706	adi2mcaRNA10748_R0
OG0004394	g29712	adi2mcaRNA10754_R1
OG0004395	g7181	adi2mcaRNA1077_R0
OG0004396	g61628	adi2mcaRNA10800_R0
OG0004397	g13940	adi2mcaRNA10804_R5
OG0004398	g60325	adi2mcaRNA10809_R0
OG0004399	g27615	adi2mcaRNA10822_R2
OG0004400	g60635	adi2mcaRNA10932_R2
OG0004401	g17930	adi2mcaRNA10947_R0
OG0004402	g18024	adi2mcaRNA10957_R0
OG0004403	g3981	adi2mcaRNA10970_R0
OG0004404	g22024	adi2mcaRNA11042_R0
OG0004405	g22019	adi2mcaRNA11044_R0
OG0004406	g21996	adi2mcaRNA11057_R0
OG0004407	g2515	adi2mcaRNA11065_R0
OG0004408	g63953	adi2mcaRNA11090_R0
OG0004409	g58086	adi2mcaRNA11097_R8
OG0004410	g7450	adi2mcaRNA1110_R0
OG0004411	g37302	adi2mcaRNA11158_R0
OG0004412	g8511	adi2mcaRNA11166_R0
OG0004413	g8491	adi2mcaRNA11174_R0
OG0004414	g5318	adi2mcaRNA11174_R3
OG0004415	g25253	adi2mcaRNA11212_R0
OG0004416	g25177	adi2mcaRNA11233_R0
OG0004417	g19021	adi2mcaRNA11403_R0
OG0004418	g29026	adi2mcaRNA11436_R1
OG0004419	g35721	adi2mcaRNA1144_R0
OG0004420	g28989	adi2mcaRNA11463_R0
OG0004421	g38807	adi2mcaRNA11479_R0
OG0004422	g46032	adi2mcaRNA11533_R1
OG0004423	g39484	adi2mcaRNA11555_R0
OG0004424	g38382	adi2mcaRNA1155_R0
OG0004425	g4731	adi2mcaRNA11591_R0
OG0004426	g4722	adi2mcaRNA11601_R0
OG0004427	g4616	adi2mcaRNA11640_R0
OG0004428	g4609	adi2mcaRNA11642_R0
OG0004429	g4611	adi2mcaRNA11645_R0
OG0004430	g17590	adi2mcaRNA11698_R0
OG0004431	g7471	adi2mcaRNA116_R0
OG0004432	g63837	adi2mcaRNA1174_R0
OG0004434	g20571	adi2mcaRNA11782_R0
OG0004435	g14130	adi2mcaRNA11816_R4
OG0004436	g33803	adi2mcaRNA11892_R0
OG0004437	g9403	adi2mcaRNA11905_R0
OG0004438	g35829	adi2mcaRNA11919_R0
OG0004439	g10940	adi2mcaRNA11941_R0
OG0004440	g9440	adi2mcaRNA11949_R0
OG0004441	g37588	adi2mcaRNA12031_R0
OG0004442	g21559	adi2mcaRNA12045_R0
OG0004443	g29552	adi2mcaRNA12059_R0
OG0004444	g32087	adi2mcaRNA12101_R1
OG0004445	g32118	adi2mcaRNA12104_R0
OG0004446	g49591	adi2mcaRNA12131_R0
OG0004447	g60852	adi2mcaRNA12226_R0
OG0004448	g5987	adi2mcaRNA12271_R0
OG0004449	g5985	adi2mcaRNA12278_R0
OG0004450	g37344	adi2mcaRNA12344_R0
OG0004451	g37332	adi2mcaRNA12348_R0
OG0004452	g50484	adi2mcaRNA12375_R0
OG0004453	g50479	adi2mcaRNA12377_R0
OG0004454	g32699	adi2mcaRNA12403_R0
OG0004455	g32634	adi2mcaRNA12420_R0
OG0004456	g32660	adi2mcaRNA12432_R0
OG0004457	g32662	adi2mcaRNA12434_R0
OG0004458	g28891	adi2mcaRNA12454_R0
OG0004459	g8364	adi2mcaRNA12507_R0
OG0004460	g8332	adi2mcaRNA12524_R0
OG0004461	g1764	adi2mcaRNA12554_R0
OG0004462	g1761	adi2mcaRNA12557_R0
OG0004463	g43018	adi2mcaRNA12561_R0
OG0004464	g3044	adi2mcaRNA12569_R1
OG0004465	g3049	adi2mcaRNA12573_R0
OG0004466	g22549	adi2mcaRNA12611_R0
OG0004467	g22741	adi2mcaRNA12628_R0
OG0004468	g19047	adi2mcaRNA12641_R0
OG0004469	g503	adi2mcaRNA12669_R0
OG0004470	g492	adi2mcaRNA12676_R1
OG0004471	g37817	adi2mcaRNA12698_R7
OG0004472	g5969	adi2mcaRNA12753_R0
OG0004473	g19764	adi2mcaRNA12756_R2
OG0004474	g21752	adi2mcaRNA12777_R0
OG0004475	g39121	adi2mcaRNA12830_R0
OG0004476	g3285	adi2mcaRNA12953_R0
OG0004477	g14169	adi2mcaRNA12974_R0
OG0004478	g14165	adi2mcaRNA12975_R0
OG0004479	g63206	adi2mcaRNA12_R4
OG0004480	g31529	adi2mcaRNA13008_R0
OG0004481	g31569	adi2mcaRNA13020_R0
OG0004482	g37019	adi2mcaRNA13043_R0
OG0004483	g52927	adi2mcaRNA13109_R0
OG0004484	g8625	adi2mcaRNA1314_R0
OG0004485	g1231	adi2mcaRNA13151_R0
OG0004486	g40407	adi2mcaRNA13157_R0
OG0004487	g53940	adi2mcaRNA13250_R0
OG0004488	g8617	adi2mcaRNA1326_R0
OG0004489	g60265	adi2mcaRNA132_R0
OG0004490	g45921	adi2mcaRNA13300_R9
OG0004491	g13508	adi2mcaRNA13338_R0
OG0004492	g13506	adi2mcaRNA13343_R0
OG0004493	g25940	adi2mcaRNA13418_R0
OG0004494	g25943	adi2mcaRNA13419_R0
OG0004495	g25995	adi2mcaRNA13429_R0
OG0004496	g25993	adi2mcaRNA13430_R0
OG0004497	g25877	adi2mcaRNA13431_R3
OG0004498	g54656	adi2mcaRNA13436_R4
OG0004499	g17173	adi2mcaRNA13455_R0
OG0004500	g17175	adi2mcaRNA13461_R6
OG0004501	g17188	adi2mcaRNA13466_R0
OG0004502	g60518	adi2mcaRNA13512_R0
OG0004503	g10222	adi2mcaRNA13546_R0
OG0004504	g35174	adi2mcaRNA13578_R0
OG0004505	g32954	adi2mcaRNA13588_R0
OG0004506	g26459	adi2mcaRNA13665_R0
OG0004507	g8398	adi2mcaRNA13672_R3
OG0004508	g30370	adi2mcaRNA13742_R0
OG0004509	g30343	adi2mcaRNA13751_R0
OG0004510	g56026	adi2mcaRNA13805_R1
OG0004511	g31567	adi2mcaRNA13805_R9
OG0004512	g63445	adi2mcaRNA1380_R0
OG0004513	g34287	adi2mcaRNA13816_R0
OG0004514	g63839	adi2mcaRNA13827_R0
OG0004515	g10645	adi2mcaRNA13842_R0
OG0004516	g5568	adi2mcaRNA13860_R0
OG0004517	g12796	adi2mcaRNA13880_R0
OG0004518	g15183	adi2mcaRNA1389_R0
OG0004519	g18167	adi2mcaRNA14014_R0
OG0004520	g18168	adi2mcaRNA14019_R0
OG0004521	g18174	adi2mcaRNA14029_R0
OG0004522	g18173	adi2mcaRNA14031_R0
OG0004523	g43719	adi2mcaRNA14051_R0
OG0004524	g43710	adi2mcaRNA14061_R0
OG0004525	g43705	adi2mcaRNA14064_R0
OG0004526	g28662	adi2mcaRNA1407_R0
OG0004527	g34178	adi2mcaRNA14136_R3
OG0004528	g17518	adi2mcaRNA14160_R0
OG0004529	g5640	adi2mcaRNA14262_R0
OG0004530	g5654	adi2mcaRNA14268_R0
OG0004531	g11645	adi2mcaRNA14388_R0
OG0004532	g5421	adi2mcaRNA14405_R4
OG0004533	g34105	adi2mcaRNA14419_R0
OG0004534	g63501	adi2mcaRNA1443_R0
OG0004535	g47668	adi2mcaRNA14456_R2
OG0004536	g59709	adi2mcaRNA14527_R0
OG0004537	g12611	adi2mcaRNA14640_R0
